,PID,Decade,PubCountDecade,PercentileRankDecade
197,56090,1.0,8,0.16141498677958868
198,56090,2.0,119,0.04697038379145141
199,56093,1.0,15,0.144557380241967
200,56093,2.0,131,0.19960424318401926
201,56116,1.0,37,0.20015117236458127
202,56116,2.0,114,0.08515175678922735
203,56117,1.0,24,0.12491692844718207
204,56117,2.0,55,0.07183765690092725
205,56197,1.0,26,0.04865239492537465
206,56197,2.0,58,0.07430835653920925
207,56216,1.0,28,0.12968348177172664
208,56216,2.0,47,0.09277714308375358
209,56226,1.0,2,0.035932560590094836
210,56226,2.0,1,0.7088607594936709
211,56274,1.0,20,0.10686812362417482
212,56274,2.0,53,0.06039329585937144
213,56275,1.0,17,0.17003820634736394
214,56275,2.0,139,0.0997921772304267
215,56277,1.0,42,0.21516009890792848
216,56277,2.0,315,0.06273792010721455
217,56336,1.0,23,0.15279174587974295
218,56336,2.0,100,0.1339157429709956
219,56393,1.0,39,0.23408511520279587
220,56393,2.0,168,0.12825261294143311
221,56406,1.0,34,0.08108767601272789
222,56406,2.0,79,0.06860050033059069
223,56427,1.0,36,0.10031836803053097
224,56427,2.0,34,0.07157840888972333
225,56428,1.0,67,0.19248214361883031
226,56428,2.0,185,0.10793915854940225
227,56471,1.0,152,0.32411700320294107
228,56471,2.0,232,0.30606691218225235
229,56494,1.0,30,0.49128916309132875
230,56494,2.0,94,0.34542023015649437
231,56598,1.0,9,0.7361009361009361
232,56598,2.0,88,0.4961699154952162
233,56628,1.0,20,0.03770215929609229
234,56628,2.0,137,0.04475277073647367
235,56706,1.0,130,0.12044939900362478
236,56706,2.0,259,0.056144065088028654
237,56755,1.0,144,0.18517573419178848
238,56755,2.0,254,0.18223781867505
239,56922,1.0,10,0.04427879311180048
240,56922,2.0,100,0.07507084060664222
241,56984,1.0,24,0.13998370895036705
242,56984,2.0,86,0.14007481765051413
243,57001,1.0,72,0.1707968113484536
244,57001,2.0,239,0.10467073239075211
245,57022,1.0,83,0.28064289011751997
246,57022,2.0,279,0.2973849531455355
247,57042,1.0,49,0.15536000528282445
248,57042,2.0,112,0.09416924322384214
249,57051,1.0,26,0.3562637641840507
250,57051,2.0,115,0.16159597043003054
251,57133,1.0,25,0.33348964831486
252,57133,2.0,68,0.27707662470983824
253,57155,1.0,29,0.4668606588555044
254,57155,2.0,95,0.3553714949972881
255,57156,1.0,35,0.40410565683008887
256,57156,2.0,68,0.35384199528217125
257,57190,1.0,37,0.11239112165898667
258,57190,2.0,107,0.049629042158521194
259,57191,1.0,43,0.09623419232370818
260,57191,2.0,184,0.07214209545351244
261,57234,1.0,20,0.08422851396169664
262,57234,2.0,64,0.062476364324766394
263,57242,1.0,25,0.07866760588804336
264,57242,2.0,60,0.09314785072352313
265,57277,1.0,31,0.10276800563261752
266,57277,2.0,73,0.07739539042156178
267,57288,1.0,41,0.2244948966307011
268,57288,2.0,86,0.1601233213376058
269,57310,1.0,25,0.061209860145954274
270,57310,2.0,48,0.07381276955779097
271,57311,1.0,27,0.114677718186073
272,57311,2.0,131,0.11462339734738787
273,57356,1.0,36,0.1304393344901299
274,57356,2.0,223,0.12494429872613032
275,57362,1.0,60,0.09529820439540752
276,57362,2.0,116,0.05918679595859773
277,57411,1.0,28,0.11808220899727828
278,57411,2.0,46,0.1349332448527689
279,57412,1.0,66,0.09073137087285615
280,57412,2.0,211,0.1124048049098235
281,57414,1.0,5,0.21396166767821487
282,57414,2.0,10,0.07769435658102265
283,57440,1.0,45,0.09992159752914347
284,57440,2.0,66,0.07940434982592656
285,57453,1.0,2,0.250027502750275
286,57453,2.0,33,0.22264482715922793
287,57467,1.0,20,0.1457411075702832
288,57467,2.0,107,0.09896419254404894
289,57471,1.0,16,0.23036045642953537
290,57471,2.0,32,0.11172259584592592
291,57483,1.0,99,0.08231421060570522
292,57483,2.0,169,0.04342330879102664
293,57486,1.0,60,0.13042894801721017
294,57486,2.0,180,0.13275241994070497
295,57487,1.0,84,0.1393450991828043
296,57487,2.0,428,0.23036655506733705
297,57488,1.0,54,0.1668900136409828
298,57488,2.0,104,0.11189702153751037
299,57512,1.0,24,0.4263696701751565
300,57512,2.0,76,0.2569008254003917
301,57513,1.0,18,0.40581700360965606
302,57513,2.0,30,0.19294261635202783
303,57532,1.0,31,0.28830110047170343
304,57532,2.0,34,0.21428894162192594
305,57560,1.0,9,0.1644160298032933
306,57560,2.0,62,0.2425004857100037
307,57679,1.0,11,0.4077314555806279
308,57679,2.0,36,0.29227395404040485
309,57792,1.0,24,0.1301633386271799
310,57792,2.0,60,0.109648458918884
311,57925,1.0,47,0.11116170518371499
312,57925,2.0,120,0.112253951052405
313,58275,1.0,2,0.17982982982982984
314,58275,2.0,54,0.15135877777743761
315,58310,1.0,41,0.13208764809194795
316,58310,2.0,55,0.07445295228525949
317,58365,1.0,11,0.19199002331228462
318,58365,2.0,40,0.0627324635772891
319,58844,1.0,36,0.034896340572090206
320,58844,2.0,42,0.028986900822681922
321,58873,1.0,1,1.0
322,59074,1.0,4,0.42052245999614424
323,59074,2.0,4,0.381914433880726
324,59121,1.0,90,0.09984728408630544
325,59121,2.0,130,0.16471338146710604
326,59132,1.0,6,0.13479026546817394
327,59132,2.0,28,0.04502008442055246
328,59191,1.0,32,0.20782206661645533
329,59191,2.0,89,0.07876114867927765
330,59192,1.0,16,0.22082180408686675
331,59192,2.0,125,0.14170921740645895
332,59204,1.0,3,0.2701985736768121
333,59204,2.0,55,0.12291179638689025
334,59250,1.0,13,0.4380631062738262
335,59250,2.0,69,0.19995444984887653
336,59305,1.0,31,0.28020510431447926
337,59305,2.0,55,0.29710674391601827
338,59390,1.0,75,0.09268357511836213
339,59390,2.0,63,0.03771250740947128
340,59398,1.0,32,0.20402005735409665
341,59398,2.0,64,0.057566089242668574
342,59418,1.0,5,0.111312090790048
343,59418,2.0,33,0.08554237005562329
344,59422,1.0,12,0.24791678446547424
345,59422,2.0,133,0.13839804382566537
346,59880,1.0,25,0.2023237438536093
347,59880,2.0,76,0.05589941492288228
348,59976,1.0,33,0.26292010349275535
349,59976,2.0,31,0.22288906971370098
350,60012,1.0,31,0.2859115590340801
351,60012,2.0,82,0.3757736883218786
352,60155,1.0,45,0.04527070978678786
353,60155,2.0,68,0.04019377495547369
354,60793,1.0,19,0.19207031051775908
355,60793,2.0,23,0.14870900482358967
356,60862,1.0,22,0.1489953367504355
357,60862,2.0,33,0.1156990314088318
358,60870,1.0,18,0.2407308846050948
359,60870,2.0,45,0.16234722951974354
360,61209,1.0,6,0.01974316855829164
361,61209,2.0,6,0.024855248981536526
362,61526,1.0,22,0.46341464097023766
363,61526,2.0,65,0.26208222970771566
364,61626,1.0,6,0.0995292382520269
365,61626,2.0,13,0.11284873998990576
366,61646,1.0,42,0.1911793583833457
367,61646,2.0,30,0.11533365099653071
368,61696,1.0,38,0.06277449940491696
369,61696,2.0,73,0.03431038378048621
370,61791,1.0,49,0.1869285296957918
371,61791,2.0,188,0.18118001941242753
372,62488,1.0,1,1.0
373,62504,1.0,37,0.3728334837719972
374,62504,2.0,61,0.31567464561553515
375,62505,1.0,23,0.15780371367851243
376,62505,2.0,71,0.23816196699379574
377,62521,1.0,4,0.38215596113940764
378,62521,2.0,20,0.31287580214548566
379,62585,1.0,21,0.19883251913105104
380,62585,2.0,77,0.12427856936532093
381,62619,1.0,13,0.14614206250943204
382,62619,2.0,51,0.09436996652043028
383,62640,1.0,12,0.7992749271496046
384,62640,2.0,16,0.42598125695787004
385,62645,1.0,21,0.14812627445209842
386,62645,2.0,43,0.21005465243381588
387,62661,1.0,34,0.25037978820324647
388,62661,2.0,78,0.1461491031331518
389,62720,1.0,12,0.29235663601285317
390,62720,2.0,20,0.11073929788947139
391,62733,1.0,18,0.11399351817930706
392,62733,2.0,63,0.057944556247200824
393,62831,1.0,101,0.08075622600962158
394,62831,2.0,139,0.05830374708597687
395,62996,1.0,27,0.10658371357143252
396,62996,2.0,84,0.08246256150395946
397,63077,1.0,38,0.033573453567741704
398,63077,2.0,56,0.04180465257915279
399,63153,1.0,15,0.07454561724095773
400,63153,2.0,71,0.06991866976734855
401,63187,1.0,31,0.09653453391125909
402,63187,2.0,62,0.09414235240269352
403,63208,1.0,27,0.22847886754839064
404,63208,2.0,81,0.05324111341368021
405,63222,1.0,25,0.2147391228908778
406,63222,2.0,54,0.08569013671423255
407,63251,1.0,12,0.13887238256932652
408,63251,2.0,93,0.060393022443744906
409,63378,1.0,23,0.27857200383272235
410,63378,2.0,82,0.19942720693333216
411,63434,1.0,13,0.19710121769928274
412,63434,2.0,42,0.1307131668226481
413,63437,1.0,23,0.1480406179053167
414,63437,2.0,87,0.21842186233079317
415,63464,1.0,11,0.09173224024471792
416,63464,2.0,31,0.04265644230064708
417,63471,1.0,8,0.045101282931365706
418,63471,2.0,62,0.04886145054945732
419,63506,1.0,9,0.31679501930626064
420,63506,2.0,23,0.0797282267511654
421,63541,1.0,48,0.28453612147706137
422,63541,2.0,84,0.19860127885307208
423,63676,1.0,2,0.591056969346443
424,63676,2.0,24,0.30723477947899563
425,63919,1.0,48,0.0777532964140418
426,63919,2.0,109,0.03832499432587686
427,63942,1.0,7,0.042157522807300285
428,63942,2.0,25,0.10249762531715112
429,64114,1.0,13,0.23314939952081162
430,64114,2.0,16,0.08524222304713341
431,64341,1.0,10,0.24330849462740148
432,64341,2.0,51,0.15309985175505295
433,64560,1.0,3,0.46147640366715725
434,64560,2.0,33,0.12095431601224892
435,64680,1.0,18,0.3679682265728339
436,64680,2.0,35,0.15585804192384448
437,64685,1.0,64,0.1529065001865844
438,64685,2.0,340,0.12472031678379947
439,64702,1.0,54,0.08741514408500703
440,64702,2.0,435,0.1066991980470977
441,64707,1.0,18,0.13862087456974256
442,64707,2.0,103,0.08902340891940949
443,64729,1.0,10,0.01313335133844373
444,64729,2.0,33,0.026838208697460987
445,64938,1.0,8,0.1961703998093543
446,64938,2.0,29,0.22072736685212044
447,64951,1.0,19,0.19938322909593093
448,64951,2.0,67,0.18180045043504062
449,64969,1.0,13,0.259465170440966
450,64969,2.0,46,0.14048689435809056
451,65013,1.0,32,0.19377662948886798
452,65013,2.0,32,0.04179189170271849
453,65270,1.0,29,0.24833811836545228
454,65270,2.0,31,0.14219868612968495
455,65664,1.0,25,0.08877998416377053
456,65664,2.0,58,0.08934865983419395
457,65680,1.0,9,0.15520655677390405
458,65680,2.0,39,0.24369872895918113
459,65853,1.0,31,0.04952125454321853
460,65853,2.0,180,0.023521159154423554
461,66000,1.0,14,0.06484711343965761
462,66000,2.0,65,0.046945253480335916
463,66008,1.0,14,0.1187234098455565
464,66008,2.0,67,0.046380822332927715
465,66011,1.0,38,0.0891548015601646
466,66011,2.0,76,0.03598864029768781
467,66103,1.0,21,0.2548575421315335
468,66103,2.0,75,0.05780826938420951
469,66210,1.0,66,0.1427524659381223
470,66210,2.0,88,0.08051848988991152
471,66296,1.0,48,0.22866070843901157
472,66296,2.0,91,0.19363082720845132
473,66331,1.0,54,0.10505177476433959
474,66331,2.0,116,0.05955743279393745
475,66345,1.0,30,0.27567035445861054
476,66345,2.0,32,0.19550005418556368
477,66365,1.0,6,0.26384066358024694
478,66365,2.0,25,0.22075205807805875
479,66388,1.0,40,0.07158295682922453
480,66388,2.0,58,0.1404313679105516
481,66716,1.0,33,0.32127235761367506
482,66716,2.0,106,0.15260766573827983
483,66748,1.0,7,0.20801030535094858
484,66748,2.0,51,0.11921439087245654
485,66758,1.0,47,0.0642138253671901
486,66758,2.0,80,0.04096292631569135
487,66766,1.0,44,0.1585174457773329
488,66766,2.0,160,0.13148817419243725
489,66851,1.0,63,0.13480737688990568
490,66851,2.0,114,0.08624131128609504
491,67021,1.0,93,0.10120568015399499
492,67021,2.0,191,0.0943213030651261
493,67024,1.0,10,0.12409542077383248
494,67024,2.0,75,0.08769186235838802
495,67046,1.0,28,0.17593325881285576
496,67046,2.0,31,0.09970203672331358
497,67173,1.0,9,0.1505163864766254
498,67173,2.0,112,0.07759974296872998
499,67184,1.0,53,0.11340681022522126
500,67184,2.0,207,0.12797777243800984
501,67205,1.0,97,0.21771537029071344
502,67205,2.0,413,0.1135494748994451
503,67212,1.0,23,0.42848268954568913
504,67212,2.0,46,0.2133359793662317
505,67336,1.0,14,0.28442312732961256
506,67336,2.0,27,0.06678068472373443
507,67402,1.0,42,0.0743349287121246
508,67402,2.0,74,0.07414225669062238
509,67403,1.0,53,0.046722162683678445
510,67403,2.0,137,0.04805122388682463
511,67446,1.0,20,0.11673872805833156
512,67446,2.0,52,0.08459539566165354
513,67513,1.0,34,0.3135143970918001
514,67513,2.0,85,0.2048657745784937
515,67712,1.0,1,1.0
516,67764,1.0,31,0.41108063460249983
517,67764,2.0,33,0.26542972602610493
518,67838,1.0,33,0.19898823955970962
519,67838,2.0,46,0.09381068892422828
520,67849,1.0,1,0.7666666666666667
521,67849,2.0,2,0.10256410256410256
522,67919,1.0,17,0.17642745043563202
523,67919,2.0,65,0.10372877080730072
524,68061,1.0,9,0.8888888888888888
525,68061,2.0,10,0.46578754578754583
526,68075,1.0,33,0.12795913052660063
527,68075,2.0,98,0.07778223651582822
528,68095,1.0,26,0.08365400314533872
529,68095,2.0,35,0.10539851803785172
530,68115,1.0,17,0.2134621009147863
531,68115,2.0,34,0.19030160125220216
532,68207,1.0,42,0.15011181498387005
533,68207,2.0,100,0.2523290222552227
534,68228,1.0,7,0.8095238095238095
535,68267,1.0,6,0.12834107724640767
536,68267,2.0,8,0.016471747356115934
537,68387,1.0,19,0.11719856837113596
538,68387,2.0,71,0.10198926846677167
539,68400,1.0,22,0.10307308065577159
540,68400,2.0,38,0.032252179092712954
541,68422,1.0,52,0.1410435646414387
542,68422,2.0,180,0.05362825866786337
543,68429,1.0,45,0.10334167941289854
544,68429,2.0,74,0.10215023385494146
545,68488,1.0,27,0.11102694744333458
546,68488,2.0,54,0.12742202106775377
547,68491,1.0,126,0.04657028060676544
548,68491,2.0,244,0.02610653548061193
549,68493,1.0,14,0.07148206801672671
550,68493,2.0,44,0.06617854791590058
551,68592,1.0,9,0.28070643218720254
552,68592,2.0,48,0.1246337664977556
553,68623,1.0,14,0.1892952491782122
554,68623,2.0,13,0.11276184638056908
555,68627,1.0,10,0.09140927907805205
556,68627,2.0,19,0.10232497258849926
557,68710,1.0,1,0.0078125
558,68710,2.0,9,0.21468039356309226
559,68784,1.0,3,0.4546800230153445
560,68784,2.0,2,0.14051452168634526
561,68980,1.0,32,0.4560962481515319
562,68980,2.0,79,0.28802772651125513
563,68999,1.0,21,0.06840916742070136
564,68999,2.0,53,0.12887141606222494
565,69085,1.0,8,0.10244747170040809
566,69085,2.0,58,0.051431148505820964
567,69243,1.0,17,0.20436456378981463
568,69243,2.0,31,0.1079096942535557
569,69365,1.0,30,0.027367721267938218
570,69365,2.0,21,0.02510972460445714
571,69369,1.0,33,0.04937839223473501
572,69369,2.0,105,0.03229554005069332
573,69446,1.0,31,0.08285324144944374
574,69446,2.0,45,0.0866340056918325
575,69552,1.0,17,0.057522883315252724
576,69552,2.0,11,0.013679632533117346
577,69553,1.0,25,0.10952616263594278
578,69553,2.0,10,0.031065071969246565
579,69788,1.0,21,0.07885598447087637
580,69788,2.0,88,0.043451181600811226
581,69989,1.0,29,0.1203692882764193
582,69989,2.0,48,0.07528995141381326
583,73515,1.0,44,0.3093215352770761
584,73515,2.0,103,0.33147236151635723
585,77101,1.0,22,0.11498522073407248
586,77101,2.0,40,0.01927002308642844
587,77685,1.0,82,0.11197222343170654
588,77685,2.0,132,0.08356396188634538
589,77723,1.0,13,0.00621752417000793
590,77723,2.0,16,0.00507234707207603
591,80224,1.0,25,0.14065709362942452
592,80224,2.0,82,0.18324383019786966
593,80701,1.0,1,0.00646551724137931
594,80701,2.0,31,0.03267223703268035
595,83946,1.0,25,0.10006642297641291
596,83946,2.0,31,0.1319580582458711
597,84975,1.0,46,0.1356239385418962
598,84975,2.0,55,0.07081978223565769
599,87768,1.0,44,0.14263336904522939
600,87768,2.0,232,0.06186830773968526
601,89583,1.0,10,0.2652376433647564
602,89583,2.0,35,0.2574934198900042
603,91149,1.0,11,0.03520992781645544
604,91149,2.0,56,0.04107410955078365
605,91764,1.0,64,0.11121310785922064
606,91764,2.0,252,0.09900483887447725
607,91870,1.0,25,0.2319208161047322
608,91870,2.0,128,0.2823677150541805
609,92486,1.0,48,0.27258390077745764
610,92486,2.0,86,0.10505726583251411
611,92542,1.0,8,0.09103496119963936
612,92542,2.0,138,0.10953250310048296
613,92752,1.0,43,0.48433099221226195
614,92752,2.0,103,0.2795309166045605
615,92782,1.0,9,0.3266083688171879
616,92782,2.0,44,0.1780252743683018
617,93347,1.0,26,0.06872147480959065
618,93347,2.0,110,0.05435977376329656
619,93431,1.0,12,0.16344454043848702
620,93431,2.0,24,0.11461054925575208
621,93447,1.0,34,0.14045393394152514
622,93447,2.0,132,0.10298949768057646
623,93449,1.0,1,0.3723404255319149
624,93449,2.0,5,0.49941568560484306
625,94935,1.0,2,0.12187280804302081
626,94935,2.0,35,0.10050042989578035
627,95006,1.0,37,0.10191675831760541
628,95006,2.0,118,0.11428590896259594
629,95767,1.0,12,0.148798539516915
630,95767,2.0,55,0.08376366497403698
631,96498,1.0,9,0.07200427868385888
632,96498,2.0,61,0.028879258948690333
633,96667,1.0,5,0.1187689985659602
634,96667,2.0,60,0.1119450575481639
635,97002,1.0,23,0.1441836826295779
636,97002,2.0,49,0.07600920180029173
637,97121,1.0,111,0.09042573226975485
638,97121,2.0,179,0.1151112535870063
639,97138,1.0,45,0.1625299923365485
640,97138,2.0,215,0.07064093918185335
641,97362,1.0,36,0.10146844151515937
642,97362,2.0,44,0.05177862069720896
643,97549,1.0,23,0.2099512360502238
644,97549,2.0,89,0.1035707354760963
645,97580,1.0,48,0.28848575188223013
646,97580,2.0,108,0.17588402876738604
647,97581,1.0,56,0.1536332169924992
648,97581,2.0,198,0.07353189125730338
649,97628,1.0,24,0.13889114281053802
650,97628,2.0,134,0.11475005142607879
651,100110,1.0,29,0.049289543880997586
652,100110,2.0,60,0.04983125863561951
653,100187,1.0,45,0.05605383150478944
654,100187,2.0,81,0.07595907618958034
655,100499,1.0,62,0.04938532038785847
656,100499,2.0,105,0.060837937413572026
657,100505,1.0,45,0.09621425546105347
658,100505,2.0,74,0.04230026447754767
659,101503,1.0,4,0.13701411408878772
660,101503,2.0,24,0.06866566532712466
661,102267,1.0,15,0.06255910891780901
662,102267,2.0,17,0.035865264832317736
663,103037,1.0,11,0.1232055660448641
664,103037,2.0,44,0.06504764428717476
665,103149,1.0,69,0.0781823738232795
666,103149,2.0,158,0.08688534157430518
667,103295,1.0,34,0.029974432227093048
668,103295,2.0,97,0.022568506825413868
669,103490,1.0,37,0.31270454279994997
670,103490,2.0,42,0.12089622288106014
671,104426,1.0,19,0.12003027738212686
672,104426,2.0,18,0.3048536310599201
673,106684,1.0,43,0.15086407490253617
674,106684,2.0,60,0.16369041126281828
675,107884,1.0,11,0.24499430931141533
676,107884,2.0,38,0.07507729043971402
677,115284,1.0,92,0.3389819746486177
678,115284,2.0,121,0.3526008503450822
679,115291,1.0,98,0.06577391750206305
680,115291,2.0,257,0.08174950019085336
681,117049,1.0,43,0.14336315686397105
682,117049,2.0,207,0.05944165590409801
683,117064,1.0,38,0.1268973998038464
684,117064,2.0,141,0.08768913225530477
685,121456,1.0,23,0.11354987744312353
686,121456,2.0,48,0.1119808011022851
687,121871,1.0,14,0.14887439850052506
688,121871,2.0,23,0.052391416275034984
689,124982,1.0,35,0.32855492352241816
690,124982,2.0,53,0.1918054421626523
691,128807,1.0,11,0.18097050844364154
692,128807,2.0,51,0.1156021503924237
693,129298,1.0,23,0.3938785521073677
694,129298,2.0,67,0.27121985625879474
695,129710,1.0,25,0.14224387810962205
696,129710,2.0,44,0.044045554976023756
697,134763,1.0,3,0.09467301668622885
