PID,Year,Dist
463675,2011,0.14747324336152434
463675,2012,0.14236572353121768
463675,2013,0.13513437059660166
463675,2014,0.17356815591636351
463675,2015,0.1844334902672523
463675,2016,0.19830568405909954
463675,2017,0.3095640173531348
463675,2018,0.3318337458372488
463675,2019,0.31022032230642305
135701,2010,0.12960061092155306
135701,2011,0.170157275946989
135701,2012,0.1329425970604659
135701,2013,0.05506610748210991
135701,2014,0.06985594741034679
135701,2015,0.19566475826414415
135701,2016,0.18187497880435727
135701,2017,0.1686212110222189
135701,2018,0.1776905328246008
135701,2019,0.17028695430727755
139374,2005,1.1102230246251565e-16
139374,2006,0.0
139374,2007,0.2031529022547185
139374,2008,0.2046373886093449
139374,2009,0.1929933804553561
139374,2010,0.2207291580939484
139374,2011,0.24386248764039414
139374,2012,0.14769099321382137
139374,2013,0.12510482723750035
139374,2014,0.15417511575456208
139374,2015,0.2171098393501711
139374,2016,0.2630493572336966
139374,2017,0.2894629925955659
139374,2018,0.2991470337958638
139374,2019,0.2777757044850859
228671,1998,0.15242197334788984
228671,1999,0.2718697076844627
228671,2000,0.27621751034395053
228671,2001,0.20883155678499093
228671,2002,0.23525774885093906
228671,2003,0.23544755055400265
228671,2004,0.24996808521938527
228671,2005,0.23887963163616255
228671,2006,0.16165009070878017
228671,2007,0.167061397487975
228671,2008,0.20866111865713008
228671,2009,0.28588502231539836
228671,2010,0.26804317755456075
228671,2011,0.22256688728403887
228671,2012,0.24867386590813137
228671,2013,0.2524508296560579
228671,2014,0.23876619670617602
228671,2015,0.23357307084978207
228671,2016,0.19003330109540523
228671,2017,0.0
228671,2018,0.17429775777648635
228671,2019,0.17429775777648635
255590,2011,0.049890004154952795
255590,2012,0.05740910523661809
255590,2013,0.09459733283693252
255590,2014,0.10909639047137198
255590,2015,0.16975548775871566
255590,2016,0.15524548507558564
255590,2017,0.12317341759061397
255590,2018,0.13463137617897963
255590,2019,0.16240710295830102
136772,2010,0.02726745182077625
136772,2011,
136772,2012,
136772,2013,
136772,2014,
136772,2015,1.1102230246251565e-16
136772,2016,0.056258287830784987
136772,2017,0.1392838130217068
374194,2010,0.11104306456456062
374194,2011,0.0
374194,2012,0.23583808278712637
374194,2013,0.254606241440103
374194,2014,0.2580250791191567
374194,2015,0.20383119500622007
374194,2016,0.20784670894817203
374194,2017,0.20099221752962781
374194,2018,0.22302562309561133
374194,2019,0.2413378924905462
140997,2011,0.13018300515624928
500187,2009,0.18590745416960963
500187,2010,0.11862824164026403
500187,2011,0.1637898633865672
500187,2012,1.1102230246251565e-16
500187,2013,0.2247024101282287
500187,2014,0.23497414063224667
500187,2015,0.12561241677220916
500187,2016,0.09365951598908492
500187,2017,0.26061600998035317
500187,2018,0.2592905005379095
500187,2019,0.11290273189530392
153204,2001,0.029984007252048667
153204,2002,0.0
153204,2003,
160143,2006,0.20511299241525513
160143,2007,0.24628937013192637
160143,2008,0.17202551089461615
160143,2009,0.15261431360288036
160143,2010,0.11039345910379947
160143,2011,0.10020368539399574
160143,2012,0.05392679360858962
463348,2009,0.020909704779928706
463348,2010,
463348,2011,0.0
148244,2005,0.0
148244,2006,
148244,2007,1.1102230246251565e-16
148244,2008,0.13083067895042091
148244,2009,0.05629110451641536
148244,2010,0.0
148244,2011,0.0
148244,2012,1.1102230246251565e-16
148244,2013,0.22658729981873518
148244,2014,0.2571486986054538
148244,2015,0.2085649434632745
148244,2016,0.21117787811745806
148244,2017,0.23770668695626837
148244,2018,0.24722060899565043
148244,2019,0.23613134762162666
143016,2011,0.23810864077894425
143016,2012,0.1384008823572633
143016,2013,0.15020580412774992
143016,2014,0.1763830516129984
143016,2015,1.1102230246251565e-16
143016,2016,0.15251503031442212
143016,2017,0.1725273028863805
143016,2018,0.2550463253492087
143016,2019,0.1592278773648224
159845,2011,0.09217037747071566
159845,2012,1.1102230246251565e-16
159845,2013,1.1102230246251565e-16
159845,2014,1.1102230246251565e-16
159845,2015,
159845,2016,
129770,2012,0.14260938024232533
129770,2013,0.22921292900081341
129770,2014,0.24026301517859583
129770,2015,0.20493028578106184
129770,2016,0.22885705762205977
129770,2017,0.2521225808242489
129770,2018,0.2338343208321914
129770,2019,0.23492822132548127
150197,2000,0.07750260416253829
150197,2001,0.10468262918186316
134748,2011,0.0
134748,2012,
134748,2013,0.13768800250026272
143870,2010,0.14278736123445762
143870,2011,0.0
143870,2012,
143870,2013,0.18892930694887727
143870,2014,0.18892930694887727
143870,2015,0.0
143870,2016,0.15216044057246222
143870,2017,0.16407465228080773
143870,2018,1.1102230246251565e-16
143870,2019,1.1102230246251565e-16
451652,2005,0.0
451652,2006,0.16460606425308838
451652,2007,0.16460606425308838
451652,2008,
186772,2003,0.11716998150972345
186772,2004,0.13182946801618278
186772,2005,0.18453104265432632
186772,2006,0.20208005351969247
186772,2007,0.18412880460720898
186772,2008,0.15566882316644812
186772,2009,0.15982000890292636
186772,2010,0.15603662626691853
186772,2011,0.16152941457864964
186772,2012,0.14380859044955335
186772,2013,0.13287432535463187
186772,2014,0.14128945673205318
186772,2015,0.14778897588292983
186772,2016,0.16114524344135073
186772,2017,0.13247052823502858
186772,2018,0.0556683002690086
186772,2019,0.09587871546155351
482460,2011,0.03998682232220091
462987,2003,0.1802929539910268
462987,2004,0.1703804887992834
462987,2005,0.17327662475773975
462987,2006,0.0
462987,2007,0.0
462987,2008,0.22170895592313544
462987,2009,0.1883013263957346
462987,2010,1.1102230246251565e-16
462987,2011,0.16774655852017367
462987,2012,1.1102230246251565e-16
462987,2013,
159756,2003,0.07253270244733553
159756,2004,0.2053103804627372
159756,2005,0.19375533371814532
159756,2006,0.16886288357608764
159756,2007,0.14298947292913045
159756,2008,0.16695955501680096
159756,2009,0.18016408597579484
159756,2010,0.19050225336442328
159756,2011,0.2306393513530197
159756,2012,0.2700689841981627
159756,2013,0.22326609743906844
159756,2014,0.22122890247429425
159756,2015,0.23807158111427504
159756,2016,0.24721764805253318
159756,2017,0.2211183683151425
159756,2018,0.18794520812427054
159756,2019,0.17107386666621763
667784,2000,0.0
667784,2001,
667784,2002,
667784,2003,
667784,2004,0.0
667784,2005,0.0
667784,2006,
667784,2007,0.08416621694281873
667784,2008,0.14852761582721868
667784,2009,0.16736858480201486
667784,2010,0.1421017796023848
667784,2011,0.14564013586107732
667784,2012,0.09768670607624994
667784,2013,
667784,2014,0.0
667784,2015,0.0
667784,2016,2.220446049250313e-16
667784,2017,0.06342773598203116
667784,2018,0.10180348503519521
667784,2019,0.0
33854,2013,0.0811091663832772
33854,2014,0.09190977777929764
33854,2015,0.11635389971647433
33854,2016,0.18110246815965403
33854,2017,0.16546810485209718
33854,2018,0.07960949175787835
1737,2006,0.21977625784545443
1737,2007,0.27598794725933096
1737,2008,0.27598794725933096
1737,2009,
1737,2010,
1737,2011,0.24000096445890284
1737,2012,0.24326773365809345
1737,2013,0.07976815122130021
1737,2014,0.07235169258163804
1737,2015,0.2549043374239035
1737,2016,0.27155937597830704
1737,2017,0.1657045517822059
1737,2018,0.16119243521339222
1737,2019,0.10113765774202604
726612,2008,0.09363800295086716
726612,2009,0.0664414725924086
726612,2010,1.1102230246251565e-16
726612,2011,1.1102230246251565e-16
726612,2012,0.0742249097241259
149138,2009,0.10631478734727925
149138,2010,0.11135263458747621
149138,2011,0.09626393683618675
149138,2012,0.0
149138,2013,
149138,2014,
149138,2015,
149138,2016,
149138,2017,0.0
166500,2013,1.1102230246251565e-16
166500,2014,0.1250239259041092
132376,1998,0.0
132376,1999,2.220446049250313e-16
354336,2006,0.2131891724359805
354336,2007,0.23465569192618937
354336,2008,0.20402697047756352
354336,2009,0.20742136661848556
354336,2010,0.254135726929645
354336,2011,0.2670095145636084
354336,2012,0.21851535077479126
354336,2013,0.17851263284197338
137270,2003,0.15330455031957924
137270,2004,0.14484865204966607
137270,2005,0.09565128627010742
137270,2006,
176912,2006,0.0366676974250352
176912,2007,0.14955206899513335
176912,2008,0.14564489968191627
176912,2009,0.13201477692757807
176912,2010,0.14382313725448853
176912,2011,0.20241074596473096
176912,2012,0.1957476347664372
176912,2013,0.17834592156692342
176912,2014,0.11760990575651355
176912,2015,0.17511479503459576
176912,2016,0.1615099628972004
176912,2017,0.18170999837280075
176912,2018,0.2051493112268997
176912,2019,0.1838415296849906
517172,2008,0.11081727181442691
517172,2009,0.0
517172,2010,0.0
517172,2011,0.0
517172,2012,0.14185977951890558
517172,2013,0.13465465450321396
517172,2014,0.11556937960455499
517172,2015,0.1858727449587127
517172,2016,0.1803006722696134
517172,2017,0.11123627598753921
517172,2018,0.0
517172,2019,0.09112724673728811
154948,2011,0.190896331093236
154948,2012,0.21851518446177268
154948,2013,0.21486354426969498
154948,2014,0.16026400437330396
154948,2015,0.23241260674022932
154948,2016,0.2292433360452131
154948,2017,0.27434800929436437
154948,2018,0.2597208610641812
154948,2019,0.19081160609375764
180405,2010,0.18052307829255865
180405,2011,0.09677018537289073
180405,2012,0.10725680385029136
180405,2013,1.1102230246251565e-16
180405,2014,
180405,2015,0.0
180405,2016,0.18194315146546525
180405,2017,0.20259453840520095
180405,2018,0.273259270074904
180405,2019,0.3036703716076117
238128,2004,0.07184200417219427
238128,2005,0.1357957165210227
238128,2006,0.12501579392971127
238128,2007,0.0
238128,2008,0.08991737417206674
238128,2009,0.08492587551085568
238128,2010,0.09568654084773137
238128,2011,0.0
424054,2002,0.19825165998658323
424054,2003,0.21279435909294425
424054,2004,0.19969679407000696
424054,2005,0.0
424054,2006,0.0
424054,2007,
424054,2008,
424054,2009,
424054,2010,
424054,2011,0.14124818577123097
424054,2012,0.17768597258623908
424054,2013,0.17587212539650904
424054,2014,0.13554044155642064
424054,2015,0.22599161660689282
424054,2016,0.24564370067806507
424054,2017,0.10916283681741323
424054,2018,0.15932316023845922
424054,2019,0.17336814261226224
394101,2003,0.0
394101,2004,0.09244523213066183
394101,2005,0.09244523213066183
150775,2010,0.22556105719015052
150775,2011,0.21166296637845688
150775,2012,0.0
150775,2013,0.0
150775,2014,0.14026628271290378
150775,2015,0.14026628271290378
152583,2002,0.0
182576,2000,0.17564334409198828
182576,2001,0.18878928579715898
182576,2002,0.14589982028504297
182576,2003,
141966,2007,0.18925342774936518
178296,2001,1.1102230246251565e-16
178296,2002,1.1102230246251565e-16
178296,2003,0.08516324414890118
178296,2004,0.1325922447310574
178296,2005,0.1677093022450602
178296,2006,0.18541901642556513
178296,2007,0.1821431144372825
178296,2008,0.13458085267353692
178296,2009,0.14469736100173602
178296,2010,0.19412722047315875
178296,2011,0.18804471594477715
178296,2012,0.19316719230325127
178296,2013,0.1833952966020478
178296,2014,0.17809350675010954
178296,2015,0.19858828053251193
178296,2016,0.171285030059862
178296,2017,0.1869875022084628
178296,2018,0.1643604881790573
178296,2019,0.18709550741834388
678858,1997,0.15369545799891032
678858,1998,1.1102230246251565e-16
678858,1999,
678858,2000,0.21922914493441892
678858,2001,0.21454708545413073
678858,2002,0.16988839995502483
142956,2001,0.02154595857774702
142956,2002,1.1102230246251565e-16
142956,2003,
142956,2004,
142956,2005,
142956,2006,
142956,2007,
142956,2008,1.1102230246251565e-16
142956,2009,1.1102230246251565e-16
366179,2003,0.10434160741467949
366179,2004,0.0995761555595368
366179,2005,0.0
366179,2006,0.0
366179,2007,0.10678962187126678
366179,2008,0.1984801792574565
366179,2009,0.19437904019154417
366179,2010,0.2469512083618369
366179,2011,0.2493655542746773
366179,2012,0.1429443967929081
366179,2013,0.23181021928775308
366179,2014,0.22426388598647015
366179,2015,0.23840965396467975
366179,2016,0.2770599049151997
366179,2017,0.2563531811844272
366179,2018,0.286841113009408
366179,2019,0.2949764269232487
153776,2010,0.08109374794376795
153776,2011,0.11789474249619022
153776,2012,0.10824097361268797
153776,2013,0.05839190639246331
153776,2014,0.17248461511842655
154950,2010,0.08453937758712493
154950,2011,0.16084708512405843
154950,2012,0.0497825745885854
154950,2013,0.10573923364655594
650411,2001,0.0
650411,2002,
650411,2003,1.1102230246251565e-16
650411,2004,1.1102230246251565e-16
650411,2005,
650411,2006,
650411,2007,
650411,2008,
650411,2009,
650411,2010,0.0
650411,2011,0.14746852916499845
650411,2012,1.1102230246251565e-16
650411,2013,
650411,2014,
650411,2015,0.08778291210210594
650411,2016,0.103516777101132
650411,2017,0.1596354123716064
650411,2018,0.17520090655631648
94480,2015,1.1102230246251565e-16
94480,2016,1.1102230246251565e-16
164770,2010,0.0328221293436963
164770,2011,0.10743759705246918
164770,2012,0.1494340956168865
164770,2013,0.1939710417013789
164770,2014,0.16853777016080437
164770,2015,0.10706202137152672
164770,2016,
164770,2017,
423004,2000,1.1102230246251565e-16
423004,2001,
423004,2002,
423004,2003,
423004,2004,0.0
423004,2005,0.0
157734,2012,0.06850615999030785
157734,2013,0.08170513999900858
157734,2014,0.10052476213065958
643259,2010,0.2432312735900102
643259,2011,0.20655988239022333
643259,2012,0.057931146900444506
643259,2013,0.0
643259,2014,0.051522598248658374
643259,2015,0.2179193189985204
643259,2016,0.13231782463907626
643259,2017,0.15620603588612963
643259,2018,0.20155850284948656
643259,2019,0.2073820698580396
372374,2000,0.0
372374,2001,0.005872617128887564
462823,2010,0.0
462823,2011,0.18866338301252542
462823,2012,0.18866338301252542
462823,2013,0.021240870652472155
462823,2014,0.1763017718088084
462823,2015,0.0905188252335753
462823,2016,0.27043508442898045
462823,2017,0.269656184015216
483434,2009,0.10917751649294688
483434,2010,0.0
483434,2011,0.09438116588178126
483434,2012,0.09881238437802312
483434,2013,0.0
209739,2004,0.0
209739,2005,0.04538346795190093
209739,2006,0.15826875720565897
209739,2007,0.22634457327585847
209739,2008,0.22220857490494858
209739,2009,0.22212835425728925
209739,2010,0.0
209739,2011,0.004581775627958418
209739,2012,0.0
209739,2013,
209739,2014,0.0
209739,2015,0.0
209739,2016,
403007,2009,0.22617810981162836
403007,2010,0.2066332506435553
403007,2011,0.1765367033422191
403007,2012,1.1102230246251565e-16
403007,2013,0.2308668830712907
403007,2014,0.2308668830712907
403007,2015,0.16872402248376073
403007,2016,0.16872402248376073
403007,2017,0.0
403007,2018,0.2483926030114158
403007,2019,0.1856131507876582
544343,2001,1.1102230246251565e-16
544343,2002,0.0
544343,2003,0.13763706454851962
544343,2004,0.13501253144610878
544343,2005,0.06702954758513252
544343,2006,0.1024428710553682
544343,2007,0.0
544343,2008,
544343,2009,0.0
544343,2010,0.1673319095836824
544343,2011,0.18363792748378235
544343,2012,0.18797522029016012
544343,2013,0.21067308728468967
544343,2014,0.301664945234015
544343,2015,0.3241194329681718
544343,2016,0.29036940478865647
544343,2017,0.29678604656479374
544343,2018,0.2751224545604223
544343,2019,0.2670715739678098
161552,2010,2.220446049250313e-16
161552,2011,
161552,2012,
161552,2013,0.10502395205754383
161552,2014,0.13936543589490122
161552,2015,0.1459451741798513
161552,2016,0.15096709476991668
161552,2017,0.15704033909462073
161552,2018,0.17801834838615274
161552,2019,0.16511014273357638
190614,2006,0.01921304886372066
190614,2007,0.0
190614,2008,
190614,2009,0.0
190614,2010,0.0
190614,2011,0.11327064502216379
190614,2012,0.13823377737050027
190614,2013,0.12338061578030486
190614,2014,0.1273785957570918
190614,2015,0.13966543160081799
190614,2016,0.1148570630612107
190614,2017,0.10333383776000443
190614,2018,0.09334124186638
190614,2019,0.1156990429997839
225423,2001,0.1115354072853545
225423,2002,0.11095142841025396
225423,2003,0.10964352794622233
225423,2004,0.1144554884208247
150281,2010,1.1102230246251565e-16
150281,2011,0.0
150281,2012,0.09110916222321572
150281,2013,0.09718067425095707
261820,2012,0.08151280645234156
261820,2013,0.04029809478217028
261820,2014,0.24401522627223468
261820,2015,0.24401522627223468
261820,2016,0.0
261820,2017,0.16427177922970632
261820,2018,0.15031125125832645
261820,2019,0.09507718939622187
132146,2009,0.0885534658640612
132146,2010,0.10568249946260991
132146,2011,0.09350890687391882
132146,2012,0.11249703210167837
132146,2013,0.0909030726242483
132146,2014,0.16454295471162608
132146,2015,0.1585151878718607
132146,2016,0.08897377272996469
136044,2013,0.18301678467133814
136044,2014,0.17913944790716216
136044,2015,0.1637324519111721
579046,2003,1.1102230246251565e-16
579046,2004,
579046,2005,
745030,2011,0.19364416746833737
745030,2012,
745030,2013,1.1102230246251565e-16
745030,2014,0.24505749750251374
745030,2015,0.23623099530047906
745030,2016,0.20100308069913728
745030,2017,0.22558642663680828
745030,2018,1.1102230246251565e-16
745030,2019,0.07577881306880627
420121,2014,0.17505142220996645
420121,2015,0.14974749502774953
420121,2016,0.04171285190672236
420121,2017,0.04171285190672236
420121,2018,0.15486931253322977
420121,2019,0.14828166345269334
176352,2008,0.14959917213863863
137466,2006,0.08269766555239563
137466,2007,0.13265857335242812
137466,2008,0.13723563187439913
137466,2009,0.1584860744377864
137466,2010,0.17991191834009498
137466,2011,0.1405090676981788
137466,2012,0.12632214999650668
137466,2013,1.1102230246251565e-16
137466,2014,1.1102230246251565e-16
137466,2015,0.2039513810711124
137466,2016,0.19400078786110583
137466,2017,0.2537042689215092
137466,2018,0.27100243333403445
137466,2019,0.24587954643087412
176965,2003,0.0704784559390702
176965,2004,
176965,2005,
176965,2006,1.1102230246251565e-16
176965,2007,0.19212536787083834
176965,2008,0.2045584575381706
176965,2009,0.19822051531779658
176965,2010,0.17787971144977677
176965,2011,0.16754381055696976
176965,2012,0.18823974365440385
176965,2013,0.20554397200431332
176965,2014,0.19153534038218442
176965,2015,0.20138572261917528
176965,2016,0.20256235555002097
176965,2017,0.1898165960215353
176965,2018,0.17760508362689664
176965,2019,0.16198196323278832
488236,2006,0.15485359925349496
488236,2007,0.179736758360506
488236,2008,0.17120526858835072
488236,2009,0.0
367061,2007,0.1638225482305213
367061,2008,0.08750273989908702
367061,2009,0.08750273989908702
367061,2010,0.14643786591447777
367061,2011,0.14643786591447777
367061,2012,0.0976180917382066
367061,2013,0.0976180917382066
367061,2014,
367061,2015,0.0
367061,2016,0.0
367061,2017,
367061,2018,
146224,2000,0.10428826816519685
146224,2001,
146224,2002,0.12019300443026928
146224,2003,0.12019300443026928
62618,2010,1.1102230246251565e-16
62618,2011,0.15448344190030328
62618,2012,0.16679433144440975
62618,2013,0.0
441610,2003,0.0
441610,2004,
441610,2005,
441610,2006,
441610,2007,
441610,2008,
441610,2009,0.0555433407370427
441610,2010,0.1269665887428613
441610,2011,0.15713785049112833
441610,2012,0.21631139733825266
441610,2013,0.22878028875681564
441610,2014,0.19260383468445447
441610,2015,0.258087695251387
441610,2016,0.20660913430463465
441610,2017,0.22575055718203732
441610,2018,0.20464984682505652
441610,2019,0.1855725357202955
441294,2012,0.0
441294,2013,0.07680895450400838
441294,2014,0.07680895450400838
441294,2015,0.22165653303801586
441294,2016,0.2238014566457861
227588,2009,0.11110589808444883
227588,2010,0.0
227588,2011,
227588,2012,0.007964222926020753
227588,2013,0.007964222926020753
227588,2014,0.14909695239682438
227588,2015,0.20162939261282986
227588,2016,0.14293303362227974
227588,2017,0.12544483743190207
227588,2018,0.15195137669976624
227588,2019,0.18572253468062364
377076,2002,0.17853497455356643
377076,2003,0.08880165086864658
377076,2004,0.1596323085467571
377076,2005,0.1361238792909914
377076,2006,0.12086923722581758
377076,2007,0.0618165465767683
377076,2008,0.09483429758177377
377076,2009,0.0
377076,2010,
377076,2011,0.0
377076,2012,0.3160899371639145
377076,2013,0.33315737427378267
377076,2014,0.32169621935413834
377076,2015,0.2961319108659015
377076,2016,0.3296909939774948
377076,2017,0.3381306900673704
377076,2018,0.29441824030418723
377076,2019,0.2810607338638012
373147,2007,0.15218427844579943
373147,2008,0.30881172067157037
373147,2009,0.3394483664629385
373147,2010,0.0
373147,2011,
373147,2012,1.1102230246251565e-16
373147,2013,1.1102230246251565e-16
473547,1979,0.3063959058465802
473547,1980,0.28113704448308824
473547,1981,
473547,1982,
473547,1983,
473547,1984,
473547,1985,
473547,1986,
473547,1987,
473547,1988,
473547,1989,
473547,1990,
473547,1991,
473547,1992,
473547,1993,
473547,1994,
473547,1995,
473547,1996,
473547,1997,
473547,1998,
473547,1999,
473547,2000,
473547,2001,
473547,2002,
473547,2003,1.1102230246251565e-16
473547,2004,0.13091556492902146
473547,2005,0.15952170304515695
473547,2006,0.18184019187368758
473547,2007,0.1906561651560544
473547,2008,0.21433474925805804
473547,2009,0.2011385212024275
473547,2010,0.18462761102759684
473547,2011,0.10609152745947559
473547,2012,1.1102230246251565e-16
439146,2002,0.14483921567351585
439146,2003,1.1102230246251565e-16
439146,2004,0.12003374084138568
439146,2005,0.12003374084138568
439146,2006,0.20270252626753055
439146,2007,0.23895395281235585
439146,2008,1.1102230246251565e-16
439146,2009,1.1102230246251565e-16
439146,2010,1.1102230246251565e-16
439146,2011,
439146,2012,
439146,2013,
439146,2014,0.12708442533734754
147047,2004,0.03787916078115172
147047,2005,0.12950562501040652
147047,2006,1.1102230246251565e-16
147047,2007,
147047,2008,
147047,2009,
147047,2010,
147047,2011,
147047,2012,
147047,2013,
147047,2014,
147047,2015,
147047,2016,0.17983291101570223
628841,2002,0.0
628841,2003,0.05565900203948282
628841,2004,0.10491308086823127
628841,2005,0.08676740642999975
628841,2006,0.0
628841,2007,0.0
628841,2008,
628841,2009,0.0
628841,2010,0.16620653455540094
628841,2011,0.22826082608652054
628841,2012,0.22235470724307574
628841,2013,0.19258760386487522
628841,2014,0.1766070473360882
628841,2015,0.16639237941640003
628841,2016,0.17963621725330875
628841,2017,0.1557271908043319
628841,2018,0.150449081952538
628841,2019,0.1623856131240863
135631,2013,0.07665940582020803
135631,2014,0.0
182247,2005,0.0
182247,2006,
182247,2007,
182247,2008,
182247,2009,
182247,2010,0.10801995040982193
182247,2011,0.09105569768931127
182247,2012,0.053684151824468944
182247,2013,0.16342819221249894
182247,2014,0.2040125946922203
182247,2015,0.1919998472316297
182247,2016,0.1538778656852109
182247,2017,0.15174205795493845
182247,2018,0.16697055335040245
182247,2019,0.17463595662606846
669491,2010,0.10497854896088231
669491,2011,0.07126614326676707
669491,2012,0.15926358373755722
669491,2013,0.20700553289506252
669491,2014,0.16276024483962448
669491,2015,0.16286540452424475
669491,2016,0.1685752756780568
669491,2017,0.14290583752354233
669491,2018,0.0
669491,2019,0.14731307872146923
135796,2009,1.1102230246251565e-16
135796,2010,0.07547788382769194
135796,2011,0.07547788382769194
541259,2001,0.1807985518284982
541259,2002,0.27728024758080766
541259,2003,0.21958366604945465
541259,2004,0.153359899742079
717700,1998,0.05932158702828619
717700,1999,0.04540306259618704
717700,2000,0.0
717700,2001,0.0
717700,2002,0.11447627455278193
717700,2003,0.11447627455278193
717700,2004,0.0459229307605829
717700,2005,0.1693384569165867
717700,2006,0.14582020595852713
717700,2007,0.0687006831311883
717700,2008,0.04983025187510942
717700,2009,
717700,2010,
717700,2011,
717700,2012,0.0
717700,2013,0.10965444466105723
717700,2014,0.13832215644318127
717700,2015,0.1741675198499727
717700,2016,0.178989648426893
137057,2006,1.1102230246251565e-16
137057,2007,0.05761394487749022
137057,2008,0.10261488459312303
504417,2007,0.0
504417,2008,
504417,2009,
504417,2010,
504417,2011,
504417,2012,0.07226268926692933
504417,2013,0.07752937319464132
504417,2014,0.08778674090678898
504417,2015,0.11241738401852734
504417,2016,0.10128042891459381
504417,2017,0.1651163498939419
504417,2018,0.20500409962425295
504417,2019,0.20145697500578275
149808,2005,0.10289410110956342
149808,2006,0.10679172662183462
149808,2007,0.11879418546837266
483986,2003,0.0
483986,2004,
483986,2005,
483986,2006,
483986,2007,
483986,2008,
483986,2009,
483986,2010,
483986,2011,0.053997786070139414
483986,2012,0.053997786070139414
483986,2013,
483986,2014,0.17197197081120202
483986,2015,0.17197197081120202
248546,2003,0.0
248546,2004,0.062433370806545596
423871,2018,1.1102230246251565e-16
194703,2004,0.2409142334550938
194703,2005,0.2228978992510284
194703,2006,0.12850137824861718
194703,2007,0.12778611616785376
194703,2008,0.07646680446363632
194703,2009,0.10182448558286322
194703,2010,0.14359785679262782
194703,2011,0.1194003471027033
194703,2012,0.21756429777335057
194703,2013,0.26124383434217674
194703,2014,0.2403162735040667
194703,2015,0.24681570381587264
194703,2016,0.26196356529613385
