PID,MinMaxYearSpecter,TwoDecadeSpecter,MinPubYear,MaxPubYear,NPubYears,MinMaxYearSpecterNorm,IsMentee,IsMentor,StopYear,MentorStopYear
149790,0.3050443695860104,,2002,2015,14,0.021788883541857883,True,False,2008.0,
143725,0.2545667583375043,0.2573924712811603,2000,2020,21,0.012122226587500205,True,False,2010.0,
450126,0.2435032239086632,,2011,2020,10,0.02435032239086632,True,False,2009.0,
659251,0.18105406779719627,,2003,2020,18,0.010058559322066458,True,False,2004.0,
414139,0.14324843707487242,,2008,2013,6,0.023874739512478736,True,False,2011.0,
580449,0.247271851593696,,2003,2020,18,0.013737325088538666,True,False,2003.0,
387513,0.1770255786280744,,2012,2014,3,0.05900852620935813,True,False,2014.0,
610209,0.19105917820647425,,2012,2017,6,0.031843196367745706,True,False,2014.0,
188374,0.2289034582335209,0.224778167961463,1996,2020,25,0.009156138329340835,True,False,2001.0,
259832,0.2736440063394111,,2005,2016,12,0.022803667194950927,True,False,2007.0,
143758,0.19248284688916656,,2002,2009,8,0.02406035586114582,True,False,2006.0,
510253,0.08556128185539078,,1999,2004,6,0.014260213642565129,True,False,2000.0,
222039,0.22763895204824425,,2012,2020,9,0.025293216894249362,True,False,2013.0,
142802,0.13232776710645186,,2008,2010,3,0.04410925570215062,True,False,2011.0,
256357,0.16637867426589678,,2010,2014,5,0.033275734853179355,True,False,2014.0,
463212,0.07378873636742696,,2003,2005,3,0.024596245455808987,True,False,2004.0,
369756,0.2211930983754904,,2011,2020,10,0.02211930983754904,True,False,2012.0,
774165,0.1670957452209463,,2005,2009,5,0.03341914904418926,True,False,2007.0,
671043,0.2901506848384455,,2003,2020,18,0.016119482491024753,True,False,2009.0,
247641,0.24928763439623106,,2010,2020,11,0.022662512217839187,True,False,2012.0,
132551,0.2755645374891033,,2008,2020,13,0.02119727211454641,True,False,2010.0,
773519,0.2601204157854011,,2012,2018,7,0.03716005939791445,True,False,2011.0,
156388,0.20599614936313546,,1997,2002,6,0.03433269156052258,True,False,2002.0,
690581,0.29291655510619274,,2004,2019,16,0.018307284694137047,True,False,2007.0,
555613,0.1997811952781992,,2009,2019,11,0.018161926843472655,True,False,2009.0,
180459,0.20812876385978926,,2004,2020,17,0.012242868462340545,True,False,2010.0,
678744,0.2463042271430135,,2005,2013,9,0.027367136349223723,True,False,2009.0,
462665,0.1339991237266708,,2007,2011,5,0.026799824745334162,True,False,2010.0,
160184,0.24235789998375185,0.24824185124557915,1997,2020,24,0.010098245832656326,True,False,2001.0,
540820,0.19461179899436992,,2004,2020,17,0.01144775288202176,True,False,2007.0,
138463,0.13263668242153656,,2002,2006,5,0.02652733648430731,True,False,2005.0,
55828,0.12896879031312802,,2008,2019,12,0.010747399192760668,True,False,2009.0,
131594,0.20588245233365235,,2009,2013,5,0.04117649046673047,True,False,2012.0,
494097,0.12042597690742035,,2002,2003,2,0.060212988453710176,True,False,2005.0,
262720,0.07095384677539764,,2001,2005,5,0.014190769355079527,True,False,2001.0,
142344,0.09092394640793028,,1998,2002,5,0.018184789281586056,True,False,2001.0,
375606,0.09540943271145468,,1996,2001,6,0.01590157211857578,True,False,2002.0,
242246,0.2443901672644961,,2007,2020,14,0.01745644051889258,True,False,2012.0,
554991,0.2090996661776944,,2009,2019,11,0.019009060561608584,True,False,2010.0,
509076,0.04202873265967882,,2002,2009,8,0.005253591582459852,True,False,2000.0,
726430,0.25408114313348795,,2002,2020,19,0.013372691743867788,True,False,2007.0,
47315,0.3397436352586392,,2008,2020,13,0.026134125789126092,True,False,2010.0,
134622,0.2496966172253705,,2004,2011,8,0.031212077153171314,True,False,2006.0,
128460,0.2584288134748254,,2004,2015,12,0.02153573445623545,True,False,2007.0,
134303,0.16350359065971246,,1997,2002,6,0.02725059844328541,True,False,2001.0,
474976,0.27130892088285435,,2010,2020,11,0.02466444735298676,True,False,2014.0,
363879,0.04609374192056223,,2001,2001,1,0.04609374192056223,True,False,2002.0,
131775,0.09700688359871544,,2008,2010,3,0.03233562786623848,True,False,2009.0,
161031,0.2362668541583748,,1997,2008,12,0.0196889045131979,True,False,2001.0,
438799,0.2142742143503696,,2007,2018,12,0.017856184529197468,True,False,2011.0,
156087,0.324679156829122,0.3313336484664937,1991,2020,30,0.010822638560970734,True,False,2012.0,
447522,0.148368147012065,,2012,2015,4,0.03709203675301625,True,False,2014.0,
159018,0.2843261619575317,0.2734234286798023,1996,2020,25,0.011373046478301268,True,False,2002.0,
148639,0.27576277639075475,0.27576277639075475,1999,2018,20,0.013788138819537738,True,False,2012.0,
231003,0.04047291170540973,,2003,2005,3,0.01349097056846991,True,False,2010.0,
265673,0.21974438247405714,,2008,2021,14,0.01569602731957551,True,False,2005.0,
482414,0.2202033207794869,,2007,2017,11,0.020018483707226083,True,False,2009.0,
297484,0.3418833182951303,,2001,2012,12,0.028490276524594193,True,False,2002.0,
154176,0.33063598389081905,0.33063598389081905,2001,2020,20,0.016531799194540953,True,False,2010.0,
461888,0.2517663597612609,,2012,2016,5,0.05035327195225218,True,False,2013.0,
399834,0.2733648504146803,,2008,2018,11,0.024851350037698207,True,False,2010.0,
727199,0.2693188797333126,,2008,2019,12,0.022443239977776048,True,False,2010.0,
457102,0.29542870051496084,,2001,2009,9,0.03282541116832898,True,False,2005.0,
152129,0.34669018820336706,,2003,2020,18,0.01926056601129817,True,False,2012.0,
33509,0.2809757202023218,0.2842401322042137,2000,2020,21,0.013379796200110563,True,False,2006.0,
172240,0.3082595827759668,0.3008752931764245,1994,2018,25,0.012330383311038673,True,False,2000.0,
145446,0.1824669995100137,,2001,2019,19,0.00960352629000072,True,False,2006.0,
738616,0.2684288343243195,0.2684288343243195,2001,2020,20,0.013421441716215976,True,False,2005.0,
200094,0.19743999877095286,,2010,2020,11,0.01794909079735935,True,False,2011.0,
179295,0.15759401897445055,,2011,2018,8,0.01969925237180632,True,False,2006.0,
157739,0.1090582072932454,,1999,2002,4,0.02726455182331135,True,False,2001.0,
137619,0.2168278894735864,,2006,2015,10,0.021682788947358637,True,False,2008.0,
668114,0.2961632418861687,0.28744315145414473,1996,2020,25,0.011846529675446749,True,False,2000.0,
141987,0.04951014611401175,,2005,2006,2,0.024755073057005875,True,False,2009.0,
726386,0.09858516021857396,,2002,2004,3,0.03286172007285799,True,False,2002.0,
233584,0.1828896941663865,,2009,2014,6,0.03048161569439775,True,False,2011.0,
422310,0.2648368683533962,,2006,2020,15,0.017655791223559748,True,False,2010.0,
141587,0.2430375860521126,,2002,2008,7,0.0347196551503018,True,False,2005.0,
358641,0.2068903814100468,,2016,2018,3,0.0689634604700156,True,False,2007.0,
361378,0.29577330073028746,,2004,2020,17,0.01739842945472279,True,False,2006.0,
188303,0.2158656033830993,0.21575557794208067,1999,2020,22,0.009812072881049967,True,False,2002.0,
266446,0.3096873239755546,,2008,2020,13,0.02382210184427343,True,False,2012.0,
135111,0.06675408510045573,,2001,2002,2,0.033377042550227866,True,False,2002.0,
445394,0.2886140693639845,0.2886140693639845,2001,2020,20,0.014430703468199224,True,False,2004.0,
467868,0.214661294560364,,2005,2020,16,0.01341633091002275,True,False,2007.0,
404217,0.2221216392148085,,2006,2007,2,0.11106081960740424,True,False,2007.0,
482451,0.1951293142980884,,2008,2012,5,0.039025862859617684,True,False,2012.0,
225398,0.3387428329255981,0.3387428329255981,2001,2020,20,0.016937141646279904,True,False,2005.0,
208305,0.07488588863507206,,2003,2004,2,0.03744294431753603,True,False,2004.0,
142917,0.2382826702703985,,2006,2019,14,0.017020190733599894,True,False,2009.0,
140885,0.2188768425788669,,2008,2020,13,0.016836680198374376,True,False,2009.0,
134881,0.18168970158109526,,2003,2009,7,0.02595567165444218,True,False,2003.0,
297522,0.2797802301844658,0.2797802301844658,2001,2020,20,0.01398901150922329,True,False,2002.0,
142709,0.025405004287809813,,2000,2000,1,0.025405004287809813,True,False,2000.0,
490414,0.20208404197192686,,2010,2020,11,0.01837127654290244,True,False,2011.0,
146912,0.08664020625866574,,2009,2011,3,0.02888006875288858,True,False,2010.0,
274202,0.2938499864712976,,2008,2020,13,0.02260384511317674,True,False,2010.0,
139512,0.12446132391104706,,2000,2003,4,0.031115330977761764,True,False,2001.0,
158622,0.31675054293472177,,2002,2020,19,0.01667108120709062,True,False,2004.0,
266252,0.0897408095250665,,2008,2010,3,0.029913603175022164,True,False,2002.0,
389735,0.1516455771157123,,2003,2008,6,0.025274262852618717,True,False,2007.0,
139191,0.25866579727663097,,2003,2020,18,0.014370322070923943,True,False,2005.0,
609951,0.14201443291503227,,2009,2010,2,0.07100721645751613,True,False,2010.0,
432169,0.16098326737241025,,2004,2015,12,0.013415272281034188,True,False,2006.0,
291323,0.2229455419727846,,2005,2013,9,0.024771726885864955,True,False,2006.0,
236461,0.23493023373807104,,2004,2020,17,0.01381942551400418,True,False,2004.0,
463079,0.14272946598458702,,2006,2009,4,0.035682366496146756,True,False,2009.0,
136713,0.2550602322327181,0.2530244849240528,1993,2020,28,0.00910929400831136,True,False,2000.0,
193559,0.2641783074341363,,2007,2019,13,0.02032140826416433,True,False,2013.0,
447970,0.10516187808390087,,2009,2009,1,0.10516187808390087,True,False,2014.0,
92638,0.3242052281147693,,2009,2019,11,0.02947320255588812,True,False,2003.0,
137868,0.1954510859106276,,2007,2013,7,0.02792158370151823,True,False,2011.0,
150567,0.20328918089305648,0.21205927110818565,1996,2020,25,0.008131567235722259,True,False,2003.0,
143517,0.16878814029682201,,2008,2020,13,0.01298370309975554,True,False,2012.0,
161394,0.2784159962024189,,2014,2020,7,0.0397737137432027,True,False,2014.0,
271065,0.2295798865413781,,2002,2020,19,0.012083151923230426,True,False,2006.0,
403966,0.2641225964918463,,2006,2020,15,0.017608173099456417,True,False,2011.0,
368374,0.27710739836451004,,2005,2021,17,0.016300435197912355,True,False,2003.0,
172112,0.1962983883034121,,1997,2005,9,0.021810932033712455,True,False,2000.0,
463688,0.2917689895958442,,2007,2018,12,0.024314082466320348,True,False,2012.0,
147143,0.1975883591890139,,2004,2018,15,0.013172557279267593,True,False,2006.0,
137601,0.20872040579167425,,2004,2014,11,0.01897458234469766,True,False,2012.0,
604849,0.25051907752283803,,2003,2020,18,0.013917726529046557,True,False,2005.0,
420581,0.1898397844791376,,2003,2020,18,0.010546654693285423,True,False,2003.0,
391915,0.05310372896019222,,2008,2011,4,0.013275932240048055,True,False,2005.0,
532101,0.08018839642979887,,2002,2004,3,0.026729465476599625,True,False,2003.0,
603462,0.10700105468378864,,2008,2012,5,0.021400210936757726,True,False,2012.0,
561693,0.13335167117905744,,2015,2016,2,0.06667583558952872,True,False,2013.0,
174594,0.2449343375425144,,2010,2018,9,0.027214926393612712,True,False,2010.0,
230945,0.2455196369012242,,2005,2020,16,0.015344977306326512,True,False,2010.0,
132676,0.2232148118342364,,2007,2017,11,0.020292255621294216,True,False,2011.0,
438750,0.2608053163708413,0.2433425497816821,1995,2019,25,0.010432212654833652,True,False,2000.0,
302979,0.2015990179450685,,2003,2017,15,0.013439934529671233,True,False,2005.0,
68491,0.27819170946613564,0.2757899621858019,1999,2020,22,0.012645077703006165,True,True,2000.0,2001.0
68491,0.27819170946613564,0.2757899621858019,1999,2020,22,0.012645077703006165,True,True,2000.0,2001.0
440291,0.1874347297994,,2010,2017,8,0.023429341224925,True,False,2012.0,
722920,0.1172242375217302,,2011,2011,1,0.1172242375217302,True,False,2011.0,
132416,0.18652179735257374,,2007,2016,10,0.018652179735257374,True,False,2013.0,
600440,0.2658479358601059,,2003,2020,18,0.014769329770005883,True,False,2005.0,
387264,0.34018085628711,,2003,2015,13,0.026167758175931536,True,False,2006.0,
365955,0.195485429486256,,2002,2014,13,0.015037340729711999,True,False,2006.0,
184406,0.18103572816422567,,2012,2020,9,0.020115080907136186,True,False,2013.0,
135163,0.0570827978645373,,2002,2005,4,0.014270699466134325,True,False,2003.0,
136991,0.054597726401321225,,2002,2007,6,0.009099621066886871,True,False,2008.0,
135690,0.04529480357624252,,2000,2001,2,0.02264740178812126,True,False,2001.0,
144501,0.2354005767259284,,1999,2015,17,0.013847092748584023,True,False,2002.0,
368813,0.14569054835562284,,2001,2005,5,0.029138109671124568,True,False,2006.0,
199977,0.1888210877444858,,2003,2018,16,0.011801317984030363,True,False,2008.0,
469505,0.16371566993591094,,2003,2020,18,0.009095314996439497,True,False,2005.0,
136574,0.0819651000607044,,2005,2007,3,0.0273217000202348,True,False,2007.0,
150697,0.1852288485812349,,2007,2010,4,0.046307212145308724,True,False,2010.0,
543405,0.17925910924022673,,2003,2007,5,0.03585182184804535,True,False,2005.0,
773916,0.2044751584865702,,2005,2018,14,0.014605368463326442,True,False,2005.0,
403523,0.2040975416370834,,2014,2020,7,0.029156791662440486,True,False,2013.0,
205056,0.2305075291100785,0.2325470154416857,1997,2021,25,0.009220301164403139,True,False,2001.0,
217452,0.1976465592570572,,2010,2017,8,0.02470581990713215,True,False,2011.0,
554480,0.15179581787799598,,2006,2010,5,0.030359163575599195,True,False,2007.0,
206233,0.1299851855924829,,2001,2004,4,0.032496296398120725,True,False,2002.0,
70182,0.15377690260236804,,2014,2018,5,0.030755380520473607,True,False,2012.0,
134951,0.08247917612750791,,2005,2008,4,0.020619794031876977,True,False,2008.0,
161452,0.12517432173337714,,2012,2017,6,0.020862386955562858,True,False,2013.0,
175340,0.2228137469843879,,2001,2012,12,0.01856781224869899,True,False,2004.0,
677594,0.13099249908614696,,2004,2017,14,0.009356607077581926,True,False,2004.0,
68415,0.1929098472278448,,2006,2020,15,0.01286065648185632,True,False,2001.0,
4512,0.2860612085614668,0.28482775635195834,2000,2020,21,0.0136219623124508,True,False,2002.0,
630778,0.33446404846898137,0.3183272112890479,1997,2020,24,0.013936002019540891,True,False,2003.0,
576995,0.21167576796190465,,2011,2019,9,0.02351952977354496,True,False,2012.0,
733208,0.030624198042373436,,2006,2008,3,0.01020806601412448,True,False,2006.0,
585936,0.2234535570582856,,2005,2016,12,0.018621129754857132,True,False,2011.0,
426422,0.3192400375138401,,1999,2014,16,0.019952502344615007,True,False,2003.0,
405455,0.17752361165656794,,2004,2010,7,0.025360515950938276,True,False,2005.0,
225506,0.18246821957670648,,2001,2004,4,0.04561705489417662,True,False,2001.0,
137228,0.2789928050498862,,2004,2020,17,0.016411341473522717,True,False,2006.0,
143224,0.06811955453696082,,2011,2012,2,0.03405977726848041,True,False,2011.0,
370554,0.14845562273998808,,1997,2000,4,0.03711390568499702,True,False,2001.0,
612270,0.087425488749801,,2006,2008,3,0.029141829583266998,True,False,2003.0,
299907,0.2631221705234322,0.2548902041882136,1998,2020,23,0.011440094370584008,True,False,2004.0,
136393,0.0525872625416192,,2005,2007,3,0.017529087513873064,True,False,2005.0,
521782,0.1017703348197474,,1999,2000,2,0.0508851674098737,True,False,2001.0,
394130,0.21675650263148727,0.20758544127724235,1996,2020,25,0.008670260105259491,True,False,2002.0,
457452,0.1918887695417583,,2008,2016,9,0.0213209743935287,True,False,2013.0,
72070,0.2275988530495424,,2006,2020,15,0.015173256869969492,True,False,2007.0,
453210,0.02622873590461522,,2002,2002,1,0.02622873590461522,True,False,2002.0,
191779,0.06170297250245069,,2005,2007,3,0.020567657500816895,True,False,2007.0,
405318,0.11965712584631287,,2006,2010,5,0.023931425169262575,True,False,2010.0,
404779,0.0924199553141723,,2003,2005,3,0.030806651771390765,True,False,2003.0,
149342,0.2015080594984977,,1998,2002,5,0.04030161189969954,True,False,2001.0,
216691,0.38958429198842803,0.38224403278907815,1999,2020,22,0.017708376908564912,True,False,2001.0,
296598,0.07791300754429556,,2013,2015,3,0.025971002514765185,True,False,2013.0,
467775,0.22820687464587264,,2005,2016,12,0.01901723955382272,True,False,2002.0,
